,YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
7739,2002,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,28.6,,,2.7,23.3,33.9,628.0,Male,All Races,All Ages,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
7740,2002,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.7,,,1.9,5.0,12.4,611.0,Female,All Races,All Ages,Middle School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
7741,2002,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.4,,,2.5,20.5,30.3,697.0,Female,All Races,All Ages,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
7784,2001,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,0.8,8.2,11.4,4224.0,Overall,All Races,All Ages,Middle School,"(28.932040377000476, -81.92896053899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
7785,2001,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.0,,,1.1,16.9,21.1,4171.0,Overall,All Races,All Ages,High School,"(28.932040377000476, -81.92896053899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
7786,2001,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.1,,,1.0,17.1,21.1,1978.0,Male,All Races,All Ages,High School,"(28.932040377000476, -81.92896053899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
7787,2001,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.0,,,1.0,8.1,11.9,2080.0,Male,All Races,All Ages,Middle School,"(28.932040377000476, -81.92896053899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
7788,2001,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.0,,,1.6,15.9,22.1,2193.0,Female,All Races,All Ages,High School,"(28.932040377000476, -81.92896053899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
7789,2001,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.5,,,1.0,7.6,11.4,2144.0,Female,All Races,All Ages,Middle School,"(28.932040377000476, -81.92896053899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
7826,2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.9,,,1.1,6.8,11.0,2751.0,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
7827,2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.7,,,1.2,21.4,26.0,2879.0,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
7828,2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.4,,,1.5,24.5,30.3,1446.0,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
7829,2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.5,,,1.3,8.0,13.1,1385.0,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
7830,2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.1,,,1.3,4.6,9.7,1353.0,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
7831,2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.9,,,1.6,16.7,23.1,1423.0,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
7868,2001,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.6,,,0.9,7.7,11.4,1825.0,Overall,All Races,All Ages,Middle School,"(43.682630005000476, -114.3637300419997)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
7869,2001,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.7,,,1.2,7.2,12.1,910.0,Male,All Races,All Ages,Middle School,"(43.682630005000476, -114.3637300419997)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
7870,2001,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.4,,,0.9,7.6,11.2,911.0,Female,All Races,All Ages,Middle School,"(43.682630005000476, -114.3637300419997)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
7892,2001,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.1,,,1.3,14.6,19.5,2398.0,Overall,All Races,All Ages,Middle School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
7893,2001,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.1,,,1.5,15.1,21.2,1119.0,Male,All Races,All Ages,Middle School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
7894,2001,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.4,,,1.3,12.7,18.0,1266.0,Female,All Races,All Ages,Middle School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
7916,2001,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.6,,,0.8,7.0,10.2,12556.0,Overall,All Races,All Ages,Middle School,"(45.254228894000505, -68.98503133599962)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
7917,2001,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.8,,,0.9,7.1,10.6,6226.0,Male,All Races,All Ages,Middle School,"(45.254228894000505, -68.98503133599962)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
7918,2001,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.5,,,0.9,6.7,10.3,6205.0,Female,All Races,All Ages,Middle School,"(45.254228894000505, -68.98503133599962)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
7946,2001,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.6,,,1.3,25.0,30.2,3234.0,Overall,All Races,All Ages,High School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
7947,2001,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.3,,,0.9,7.5,11.0,1755.0,Overall,All Races,All Ages,Middle School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
7948,2001,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.8,,,1.5,22.8,28.8,1632.0,Male,All Races,All Ages,High School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
7949,2001,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,1.1,7.6,12.0,883.0,Male,All Races,All Ages,Middle School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
7950,2001,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.7,,,1.0,6.7,10.7,871.0,Female,All Races,All Ages,Middle School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
7951,2001,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,29.5,,,1.6,26.4,32.5,1593.0,Female,All Races,All Ages,High School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
7994,2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.3,,,1.8,21.7,28.9,1395.0,Overall,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
7995,2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.1,,,0.8,3.6,6.6,1509.0,Overall,All Races,All Ages,Middle School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
7996,2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.4,,,1.0,3.5,7.2,779.0,Male,All Races,All Ages,Middle School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
7997,2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.2,,,2.2,21.8,30.5,695.0,Male,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
7998,2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.4,,,3.4,17.6,31.2,693.0,Female,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
7999,2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.9,,,1.1,2.9,7.0,725.0,Female,All Races,All Ages,Middle School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8042,2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.1,,,1.1,4.0,8.2,5192.0,Overall,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8043,2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.5,,,1.4,21.7,27.3,3979.0,Overall,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8044,2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.9,,,0.7,3.4,6.4,2529.0,Male,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8045,2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.0,,,1.8,20.5,27.5,1987.0,Male,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8046,2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.0,,,1.4,4.2,9.8,2635.0,Female,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8047,2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.0,,,1.6,21.9,28.1,1962.0,Female,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8090,2001,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.1,,,1.0,11.0,15.1,8121.0,Overall,All Races,All Ages,Middle School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8091,2001,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.6,,,1.1,25.5,29.8,8147.0,Overall,All Races,All Ages,High School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8092,2001,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.4,,,1.0,11.5,15.3,4163.0,Male,All Races,All Ages,Middle School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8093,2001,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.9,,,1.2,24.4,29.3,3956.0,Male,All Races,All Ages,High School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8094,2001,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.7,,,1.4,9.9,15.5,3950.0,Female,All Races,All Ages,Middle School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8095,2001,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,28.3,,,1.4,25.6,31.1,4171.0,Female,All Races,All Ages,High School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8138,2001,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.1,,,0.6,7.9,10.4,1589.0,Overall,All Races,All Ages,Middle School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8139,2001,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.0,,,1.9,22.4,29.7,1511.0,Overall,All Races,All Ages,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8140,2001,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.3,,,0.8,5.8,8.9,813.0,Male,All Races,All Ages,Middle School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8141,2001,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.9,,,1.9,23.2,30.6,722.0,Male,All Races,All Ages,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8142,2001,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.2,,,2.7,19.9,30.4,785.0,Female,All Races,All Ages,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8143,2001,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.8,,,1.0,8.8,12.9,773.0,Female,All Races,All Ages,Middle School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8180,2001,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.5,,,1.8,8.0,15.0,2382.0,Overall,All Races,All Ages,Middle School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8181,2001,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.8,,,1.6,8.6,14.9,1192.0,Male,All Races,All Ages,Middle School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8182,2001,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.2,,,2.3,6.7,15.7,1187.0,Female,All Races,All Ages,Middle School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8210,2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.1,,,1.6,15.8,22.3,1512.0,Overall,All Races,All Ages,Middle School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8211,2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,30.2,,,1.8,26.8,33.7,1522.0,Overall,All Races,All Ages,High School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8212,2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.1,,,2.2,17.8,26.4,738.0,Male,All Races,All Ages,Middle School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8213,2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,32.5,,,2.1,28.5,36.6,704.0,Male,All Races,All Ages,High School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8214,2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.7,,,2.2,11.3,20.0,771.0,Female,All Races,All Ages,Middle School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8215,2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.8,,,2.3,23.3,32.3,816.0,Female,All Races,All Ages,High School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8252,2000,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.4,,,0.7,10.0,12.8,1960.0,Overall,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8253,2000,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.5,,,1.0,9.6,13.4,966.0,Male,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8254,2000,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.3,,,0.8,9.7,12.8,983.0,Female,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8282,2000,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.8,,,1.1,13.6,17.9,1510.0,Overall,All Races,All Ages,Middle School,"(34.74865012400045, -92.27449074299966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8283,2000,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,35.8,,,2.4,31.2,40.5,1339.0,Overall,All Races,All Ages,High School,"(34.74865012400045, -92.27449074299966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8284,2000,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,37.5,,,2.8,32.1,42.9,664.0,Male,All Races,All Ages,High School,"(34.74865012400045, -92.27449074299966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8285,2000,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.7,,,1.3,13.1,18.3,767.0,Male,All Races,All Ages,Middle School,"(34.74865012400045, -92.27449074299966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8286,2000,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,33.7,,,2.6,28.6,38.9,670.0,Female,All Races,All Ages,High School,"(34.74865012400045, -92.27449074299966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8287,2000,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.7,,,1.6,12.6,18.7,737.0,Female,All Races,All Ages,Middle School,"(34.74865012400045, -92.27449074299966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8330,2000,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.6,,,2.0,17.6,25.6,2937.0,Overall,All Races,All Ages,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8331,2000,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.7,,,0.9,5.0,8.4,2797.0,Overall,All Races,All Ages,Middle School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8332,2000,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.0,,,1.1,4.9,9.1,1365.0,Male,All Races,All Ages,Middle School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8333,2000,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.7,,,1.7,19.3,26.0,1513.0,Male,All Races,All Ages,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8334,2000,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.4,,,1.2,4.2,8.7,1432.0,Female,All Races,All Ages,Middle School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8335,2000,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.4,,,2.6,15.4,25.4,1424.0,Female,All Races,All Ages,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8378,2000,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.3,,,2.7,20.0,30.7,1489.0,Overall,All Races,All Ages,High School,"(38.843840757000464, -106.13361092099967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8379,2000,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.8,,,1.4,6.0,11.6,1441.0,Overall,All Races,All Ages,Middle School,"(38.843840757000464, -106.13361092099967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8380,2000,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.3,,,1.4,6.6,12.0,702.0,Male,All Races,All Ages,Middle School,"(38.843840757000464, -106.13361092099967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8381,2000,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.9,,,3.0,18.0,29.7,736.0,Male,All Races,All Ages,High School,"(38.843840757000464, -106.13361092099967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8382,2000,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.9,,,3.1,20.8,33.0,751.0,Female,All Races,All Ages,High School,"(38.843840757000464, -106.13361092099967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8383,2000,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.4,,,1.7,5.1,11.7,735.0,Female,All Races,All Ages,Middle School,"(38.843840757000464, -106.13361092099967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8426,2000,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,1.4,7.1,12.6,2012.0,Overall,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
