"","X1","YEAR","LocationAbbr","LocationDesc","TopicType","TopicDesc","MeasureDesc","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Data_Value_Std_Err","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Gender","Race","Age","Education","GeoLocation","TopicTypeId","TopicId","MeasureId","StratificationID1","StratificationID2","StratificationID3","StratificationID4","SubMeasureID","DisplayOrder","Current"
"894",6872,2002,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.8,17.9,28.9,1226,"Female","All Races","All Ages","High School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,23.4
"895",6915,2002,"FL","Florida","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,16.2,21.7,8846,"Overall","All Races","All Ages","High School","(28.932040377000476, -81.92896053899966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19
"896",6916,2002,"FL","Florida","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,8.4,11.8,15150,"Overall","All Races","All Ages","Middle School","(28.932040377000476, -81.92896053899966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,10.1
"897",6917,2002,"FL","Florida","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,8.8,12.3,7389,"Male","All Races","All Ages","Middle School","(28.932040377000476, -81.92896053899966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,10.5
"898",6918,2002,"FL","Florida","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,17.3,20.7,4239,"Male","All Races","All Ages","High School","(28.932040377000476, -81.92896053899966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,19
"899",6919,2002,"FL","Florida","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,7.8,11.6,7761,"Female","All Races","All Ages","Middle School","(28.932040377000476, -81.92896053899966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,9.7
"900",6920,2002,"FL","Florida","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,14.9,22.9,4607,"Female","All Races","All Ages","High School","(28.932040377000476, -81.92896053899966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.9
"901",6963,2002,"GU","Guam","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,10.7,15,1613,"Overall","All Races","All Ages","Middle School","(13.444304, 144.793731)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,12.9
"902",6964,2002,"GU","Guam","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,27.4,33.2,1497,"Overall","All Races","All Ages","High School","(13.444304, 144.793731)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,30.3
"903",6965,2002,"GU","Guam","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,30.6,38.1,731,"Male","All Races","All Ages","High School","(13.444304, 144.793731)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,34.4
"904",6966,2002,"GU","Guam","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,10.3,16.3,799,"Male","All Races","All Ages","Middle School","(13.444304, 144.793731)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,13.3
"905",6967,2002,"GU","Guam","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,22.4,29.9,761,"Female","All Races","All Ages","High School","(13.444304, 144.793731)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,26.2
"906",6968,2002,"GU","Guam","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,9.8,14.8,809,"Female","All Races","All Ages","Middle School","(13.444304, 144.793731)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,12.3
"907",7008,2002,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.3,24.7,33.8,1641,"Overall","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,29.2
"908",7009,2002,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,4.6,10.5,1590,"Overall","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.6
"909",7010,2002,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,3.8,9,775,"Male","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.4
"910",7011,2002,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.9,20.8,32.2,854,"Male","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,26.5
"911",7012,2002,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.9,26.1,37.6,773,"Female","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,31.9
"912",7013,2002,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,5.1,12.6,799,"Female","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,8.8
"913",7056,2002,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,23.7,29.7,1640,"Overall","All Races","All Ages","High School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,26.7
"914",7057,2002,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,4.8,8.8,1583,"Overall","All Races","All Ages","Middle School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,6.8
"915",7058,2002,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,4.1,8.7,780,"Male","All Races","All Ages","Middle School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.4
"916",7059,2002,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.2,22.6,31.2,806,"Male","All Races","All Ages","High School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,26.9
"917",7060,2002,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,4.7,9.7,800,"Female","All Races","All Ages","Middle School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7.2
"918",7061,2002,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,22.8,30.2,823,"Female","All Races","All Ages","High School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,26.5
"919",7104,2002,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,18.1,24.1,1472,"Overall","All Races","All Ages","High School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,21.1
"920",7105,2002,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,3.9,7.6,1414,"Overall","All Races","All Ages","Middle School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,5.7
"921",7106,2002,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,3,6.3,712,"Male","All Races","All Ages","Middle School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,4.6
"922",7107,2002,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.3,16.7,25.9,715,"Male","All Races","All Ages","High School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,21.3
"923",7108,2002,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,3.6,9.6,699,"Female","All Races","All Ages","Middle School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,6.6
"924",7109,2002,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,17.4,24.4,752,"Female","All Races","All Ages","High School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,20.9
"925",7146,2002,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,31,37.5,1491,"Overall","All Races","All Ages","High School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,34.2
"926",7147,2002,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,12.2,18.4,1462,"Overall","All Races","All Ages","Middle School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,15.3
"927",7148,2002,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,28.9,36.5,717,"Male","All Races","All Ages","High School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,32.7
"928",7149,2002,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,12.1,19.1,723,"Male","All Races","All Ages","Middle School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,15.6
"929",7150,2002,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,32.3,39.3,766,"Female","All Races","All Ages","High School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,35.8
"930",7151,2002,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,11.2,18.5,735,"Female","All Races","All Ages","Middle School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,14.8
"931",7194,2002,"MD","Maryland","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.2,4.8,5.7,26236,"Overall","All Races","All Ages","Middle School","(39.29058096400047, -76.60926011099963)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,5.3
"932",7195,2002,"MD","Maryland","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.4,18.5,20,36794,"Overall","All Races","All Ages","High School","(39.29058096400047, -76.60926011099963)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.3
"933",7196,2002,"MD","Maryland","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.4,4.7,6.1,13001,"Male","All Races","All Ages","Middle School","(39.29058096400047, -76.60926011099963)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.4
"934",7197,2002,"MD","Maryland","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,18.4,20.3,17349,"Male","All Races","All Ages","High School","(39.29058096400047, -76.60926011099963)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,19.3
"935",7198,2002,"MD","Maryland","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,17.9,19.8,19197,"Female","All Races","All Ages","High School","(39.29058096400047, -76.60926011099963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.9
"936",7199,2002,"MD","Maryland","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,4.5,5.7,13152,"Female","All Races","All Ages","Middle School","(39.29058096400047, -76.60926011099963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,5.1
"937",7242,2002,"MA","Massachusetts","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,5.2,9.1,1911,"Overall","All Races","All Ages","Middle School","(42.27687047000046, -72.08269067499964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.1
"938",7243,2002,"MA","Massachusetts","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,17.8,23.5,1613,"Overall","All Races","All Ages","High School","(42.27687047000046, -72.08269067499964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,20.7
"939",7244,2002,"MA","Massachusetts","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,4.3,9.9,957,"Male","All Races","All Ages","Middle School","(42.27687047000046, -72.08269067499964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,7.1
"940",7245,2002,"MA","Massachusetts","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,18,25.4,813,"Male","All Races","All Ages","High School","(42.27687047000046, -72.08269067499964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,21.7
"941",7246,2002,"MA","Massachusetts","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,5,9,946,"Female","All Races","All Ages","Middle School","(42.27687047000046, -72.08269067499964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7
"942",7247,2002,"MA","Massachusetts","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,15.9,22.9,794,"Female","All Races","All Ages","High School","(42.27687047000046, -72.08269067499964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,19.4
"943",7284,2002,"MN","Minnesota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,5.5,8.9,4614,"Overall","All Races","All Ages","Middle School","(46.35564873600049, -94.79420050299967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.2
"944",7285,2002,"MN","Minnesota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,4.8,8,2295,"Male","All Races","All Ages","Middle School","(46.35564873600049, -94.79420050299967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.4
"945",7286,2002,"MN","Minnesota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,5.9,10.1,2305,"Female","All Races","All Ages","Middle School","(46.35564873600049, -94.79420050299967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,8
"946",7308,2002,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,20.2,26.5,2261,"Overall","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,23.3
"947",7309,2002,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,10.3,13.9,2708,"Overall","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,12.1
"948",7310,2002,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,23.8,31.4,1060,"Male","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,27.6
"949",7311,2002,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,9.7,13.7,1334,"Male","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,11.7
"950",7312,2002,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,9.3,15.3,1358,"Female","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,12.3
"951",7313,2002,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,14.9,22.6,1189,"Female","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.8
"952",7359,2002,"NE","Nebraska","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,25.3,31.1,2598,"Overall","All Races","All Ages","High School","(41.6410409880005, -99.36572062299967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,28.2
"953",7360,2002,"NE","Nebraska","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,5.8,8.4,2707,"Overall","All Races","All Ages","Middle School","(41.6410409880005, -99.36572062299967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.1
"954",7361,2002,"NE","Nebraska","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,4.7,8.3,1285,"Male","All Races","All Ages","Middle School","(41.6410409880005, -99.36572062299967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.5
"955",7362,2002,"NE","Nebraska","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,24.7,31,1216,"Male","All Races","All Ages","High School","(41.6410409880005, -99.36572062299967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,27.8
"956",7363,2002,"NE","Nebraska","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,25.2,32.2,1380,"Female","All Races","All Ages","High School","(41.6410409880005, -99.36572062299967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,28.7
"957",7364,2002,"NE","Nebraska","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,6.5,8.7,1410,"Female","All Races","All Ages","Middle School","(41.6410409880005, -99.36572062299967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7.6
"958",7400,2002,"NY","New York","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,19.2,24.3,3585,"Overall","All Races","All Ages","High School","(42.82700103200045, -75.54397042699964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,21.7
"959",7401,2002,"NY","New York","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,5.1,9.7,4357,"Overall","All Races","All Ages","Middle School","(42.82700103200045, -75.54397042699964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.4
"960",7402,2002,"NY","New York","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,18.8,24.5,1696,"Male","All Races","All Ages","High School","(42.82700103200045, -75.54397042699964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,21.6
"961",7403,2002,"NY","New York","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,5.6,10.2,2163,"Male","All Races","All Ages","Middle School","(42.82700103200045, -75.54397042699964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,7.9
"962",7404,2002,"NY","New York","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,18.1,25.5,1879,"Female","All Races","All Ages","High School","(42.82700103200045, -75.54397042699964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,21.8
"963",7405,2002,"NY","New York","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,3.4,9.3,2183,"Female","All Races","All Ages","Middle School","(42.82700103200045, -75.54397042699964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,6.3
"964",7448,2002,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,24.3,31.3,4998,"Overall","All Races","All Ages","High School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,27.8
"965",7449,2002,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,9.5,13.2,5456,"Overall","All Races","All Ages","Middle School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,11.3
"966",7450,2002,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.4,25.2,34.5,2453,"Male","All Races","All Ages","High School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,29.8
"967",7451,2002,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,8.7,12.4,2700,"Male","All Races","All Ages","Middle School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,10.5
"968",7452,2002,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,9.5,14.2,2730,"Female","All Races","All Ages","Middle School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,11.8
"969",7453,2002,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,23.1,28.3,2529,"Female","All Races","All Ages","High School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,25.7
"970",7496,2002,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,7.8,12.3,1521,"Overall","All Races","All Ages","Middle School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,10.1
"971",7497,2002,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,22.5,28.9,1233,"Overall","All Races","All Ages","High School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,25.7
"972",7498,2002,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,21.6,29.6,531,"Male","All Races","All Ages","High School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,25.6
"973",7499,2002,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,5.9,12.6,775,"Male","All Races","All Ages","Middle School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,9.3
"974",7500,2002,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,7.3,14.4,737,"Female","All Races","All Ages","Middle School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,10.9
"975",7501,2002,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.7,20.6,31.1,695,"Female","All Races","All Ages","High School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,25.8
"976",7544,2002,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,20.9,27.1,1849,"Overall","All Races","All Ages","High School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,24
